title,published_at,channel_title,duration,view_count,like_count,comment_count,category,duration_seconds,duration_range,publish_hour,publish_day_of_week,publish_minute,publish_time
Truck Astrology 68 #comedy #truck #trucks #pickup #dodge #ford #chevrolet #toyota #nissan,2024-08-01 19:10:15+00:00,Jerry Wayne Live,PT59S,232196,15503,208,Autos & Vehicles,59.0,0-5 min,19,Thursday,10,19.166666666666668
"SUMMER PART 2 OUT! *ALL Codes!* Mermaid QUEST GUIDE, 24 ITEM Showcase! | ROBLOX Dress To Impress",2024-08-01 19:12:38+00:00,callmehhaley,PT11M50S,363600,8923,1301,Gaming,710.0,10-20 min,19,Thursday,12,19.2
Check out this LITTLE BIG RIG 🚛😍 #truckparking #truckshow #trucking #trucks #truck #trucker,2024-08-01 19:21:23+00:00,Truck Parking Club,PT1M1S,380211,12999,246,Autos & Vehicles,61.0,0-5 min,19,Thursday,21,19.35
Why going to the Warriors was the worst decision EVER for D'Angelo Russell 🤷🏿‍♂️,2024-08-01 19:30:00+00:00,Run Your Race,PT49S,690277,36050,737,Sports,49.0,0-5 min,19,Thursday,30,19.5
Simone Biles Blocked by MyKayla Skinner Following Gold Medal Win.,2024-08-01 19:39:24+00:00,JoziWan,PT19S,528962,18311,784,Sports,19.0,0-5 min,19,Thursday,39,19.65
Can I Get Earnings Using MEME STRATS?,2024-08-01 19:41:36+00:00,More Lachlan,PT16M57S,351441,9106,501,Gaming,1017.0,10-20 min,19,Thursday,41,19.683333333333334
Is this my Fault?,2024-08-01 19:41:44+00:00,Linus Tech Tips,PT15M41S,1645967,77553,7426,Science & Technology,941.0,10-20 min,19,Thursday,41,19.683333333333334
Things All Riders NEED,2024-08-01 19:48:50+00:00,Dirtbiketrick,PT32S,1260124,40813,26,Autos & Vehicles,32.0,0-5 min,19,Thursday,48,19.8
Democrats might not be able to be on the election card of two states,2024-08-01 19:52:21+00:00,BBN Network,PT48S,630074,34495,4158,News & Politics,48.0,0-5 min,19,Thursday,52,19.866666666666667
THROWBACK DANCE,2024-08-01 19:55:22+00:00,Flighthouse,PT18S,1433580,57455,98,Entertainment,18.0,0-5 min,19,Thursday,55,19.916666666666668
Turning the ASUS ROG Ally X into a Steam Deck makes it better,2024-08-01 20:06:42+00:00,WULFF DEN,PT20M7S,76891,3566,534,Science & Technology,1207.0,20-60 min,20,Thursday,6,20.1
You can name it whatever you want except THIS ONE 💀🔥,2024-08-01 20:11:49+00:00,Kuza,PT31S,3746745,97706,1858,Sports,31.0,0-5 min,20,Thursday,11,20.183333333333334
🔥Hilarious Exchange Between O' Malley and Merab⭐️,2024-08-01 20:19:49+00:00,Xkrull MMA,PT28S,547851,32069,552,Sports,28.0,0-5 min,20,Thursday,19,20.316666666666666
Doctor Explains Imane Khelif vs Angela Carini Olympic Boxing Controversy,2024-08-01 20:28:21+00:00,Brian Sutterer MD,PT9M16S,1265652,14624,11661,Sports,556.0,5-10 min,20,Thursday,28,20.466666666666665
HE JUST CAN’T HELP HIMSELF! 🤣🤣😩 - #dance #trend #viral #funny #shorts,2024-08-01 20:35:00+00:00,JJC Fam,PT13S,3476035,229184,1869,Entertainment,13.0,0-5 min,20,Thursday,35,20.583333333333332
THIS 14YR OLD STRUCK ME OUT...,2024-08-01 20:40:54+00:00,Eric Sim,PT1M,366340,23336,188,Sports,60.0,0-5 min,20,Thursday,40,20.666666666666668
CNN brought on Dana White and asked him a gotcha question and he handled it like a pro!,2024-08-01 21:00:15+00:00,The Officer Tatum,PT55S,1217908,66005,1498,News & Politics,55.0,0-5 min,21,Thursday,0,21.0
LIVE! Trump VS Black Journalist. Who Won? | Candace Ep 37,2024-08-01 21:03:46+00:00,Candace Owens,PT56M23S,681046,40742,7213,News & Politics,3383.0,20-60 min,21,Thursday,3,21.05
#GFC,2024-08-01 21:06:31+00:00,Barrr_None,PT1M1S,1565829,64710,3510,Entertainment,61.0,0-5 min,21,Thursday,6,21.1
51 Year-Old Man Competes With NO Equipment #Shorts,2024-08-01 21:06:55+00:00,LuvLiam,PT53S,6530742,419333,8193,Sports,53.0,0-5 min,21,Thursday,6,21.1
Gen Alpha TEENAGER!? #comedy,2024-08-01 21:13:08+00:00,Brian Moller - B Mo the Prince,PT35S,1264074,151062,2637,Film & Animation,35.0,0-5 min,21,Thursday,13,21.216666666666665
I Forgot His Name… w/@ZacharyRyan,2024-08-01 21:17:47+00:00,BolingBros,PT49S,3428229,94402,438,Film & Animation,49.0,0-5 min,21,Thursday,17,21.283333333333335
A Star Is About to Explode (And You'll Be Able to See It),2024-08-01 21:19:08+00:00,StarTalk,PT8M45S,1432126,52533,3053,Science & Technology,525.0,5-10 min,21,Thursday,19,21.316666666666666
Rank These ITALIAN FOODS Without Knowing What’s Next! #shorts #italy #food #culture #ranking,2024-08-01 21:21:57+00:00,Makeshift Project,PT58S,3151983,269076,983,Entertainment,58.0,0-5 min,21,Thursday,21,21.35
I PROPOSED TO THE LOVE OF MY LIFE IN THE BAHAMAS!,2024-08-01 21:30:03+00:00,Jalessa & Jaden,PT15M12S,329663,27452,3462,People & Blogs,912.0,10-20 min,21,Thursday,30,21.5
I was New York's Cheeseball Man,2024-08-01 21:30:07+00:00,Anthony Po,PT9M40S,542073,67901,4240,Entertainment,580.0,5-10 min,21,Thursday,30,21.5
Chito Vera on Suga Sean's LETHAL KNEE,2024-08-01 21:39:51+00:00,Suga Sean O'Malley,PT13S,338894,16972,348,Sports,13.0,0-5 min,21,Thursday,39,21.65
20 kids Vs Lil RT 😂,2024-08-01 21:48:37+00:00,Mikeadelabu,PT32S,2097643,87583,0,Entertainment,32.0,0-5 min,21,Thursday,48,21.8
"A/C Tech Charges $1,700 To Repair Non-Existent Problem",2024-08-01 21:55:00+00:00,Inside Edition,PT3M58S,1246815,21439,6152,News & Politics,238.0,0-5 min,21,Thursday,55,21.916666666666668
Ford’s new auto-reporting speeding camera,2024-08-01 22:00:06+00:00,Fredo on TV,PT24S,325305,36015,1809,Autos & Vehicles,24.0,0-5 min,22,Thursday,0,22.0
"Cybertruck vs. $3,000,000 Koenigsegg Agera.",2024-08-01 22:00:09+00:00,TheStradman,PT18M2S,654440,42510,2706,Autos & Vehicles,1082.0,10-20 min,22,Thursday,0,22.0
Charli xcx - Guess featuring Billie Eilish (official video),2024-08-01 22:00:24+00:00,Charli xcx,PT2M41S,4401361,410792,25330,Music,161.0,0-5 min,22,Thursday,0,22.0
"Man Tries to Reorder Groceries From a 2022 Purchase, Wait Until You See the Price Difference",2024-08-01 22:00:39+00:00,Valuetainment,PT53S,1626280,71788,6276,Entertainment,53.0,0-5 min,22,Thursday,0,22.0
Okay but we kinda ate this up👀🔥 #shorts #trend #friends #tiktok #youtubeshorts,2024-08-01 22:01:32+00:00,c0rbo,PT14S,3881805,262827,2353,Entertainment,14.0,0-5 min,22,Thursday,1,22.016666666666666
32-year-old doctor dies of stroke days before completing residency in Fresno,2024-08-01 22:03:34+00:00,ABC30 Action News,PT58S,559024,33746,2200,News & Politics,58.0,0-5 min,22,Thursday,3,22.05
WHEN YOU SEE YOUR TEACHER IN PUBLIC @TheCrazyGorilla #shorts,2024-08-01 22:11:38+00:00,Kia Nalbandi,PT31S,2811236,35104,40,Film & Animation,31.0,0-5 min,22,Thursday,11,22.183333333333334
Introducing iPhone Air,2024-08-01 22:15:00+00:00,fpt.,PT12M33S,530574,13113,1137,Science & Technology,753.0,10-20 min,22,Thursday,15,22.25
"Runner falls asleep on the base paths, a breakdown #redsox #yankees #mlb #baseball",2024-08-01 22:15:00+00:00,Jomboy Media,PT1M,246611,9859,131,Sports,60.0,0-5 min,22,Thursday,15,22.25
I said NO! - Cops Sued After Extending Traffic Stop,2024-08-01 22:27:42+00:00,LackLuster,PT59S,976349,54909,1861,News & Politics,59.0,0-5 min,22,Thursday,27,22.45
Olympic Skater Not Allowed to Say JESUS🤯😱‼️ #christian #olympics #signlanguage #shorts,2024-08-01 22:28:51+00:00,Cliff Buell,PT14S,696173,45236,1939,Sports,14.0,0-5 min,22,Thursday,28,22.466666666666665
Putting My Little Sister’s FACE On DONUTS,2024-08-01 22:45:21+00:00,yoangelolo,PT28S,4485038,104398,1022,Entertainment,28.0,0-5 min,22,Thursday,45,22.75
ESTO NO ES LO QUE PARECE 😱  @CAMILOAGUILLONN @SantiMusicOficial @SantiOficialll,2024-08-01 22:56:00+00:00,Layara,PT19S,22094496,438728,614,Film & Animation,19.0,0-5 min,22,Thursday,56,22.933333333333334
Water defies gravity. But how?! 💧👍 #shorts #DrTatiana #science,2024-08-01 23:00:00+00:00,TAMU Physics & Astronomy,PT44S,8077753,608079,2045,Entertainment,44.0,0-5 min,23,Thursday,0,23.0
Trump Only Attacks Black Journalists? Megyn Kelly Shares The Receipts - and Her Own Experience,2024-08-01 23:00:03+00:00,Megyn Kelly,PT58S,650600,42970,1151,News & Politics,58.0,0-5 min,23,Thursday,0,23.0
Unstoppable Simone Biles Wins 6th Gold Medal With Spectacular Floor Routine! | Paris Olympics,2024-08-01 23:00:26+00:00,Peacock,PT5M26S,1007717,11377,727,Sports,326.0,5-10 min,23,Thursday,0,23.0
Yusuf Dikec just VIBING en route to silver 🥈,2024-08-01 23:00:34+00:00,NBC Sports,PT29S,3900381,146469,2320,Sports,29.0,0-5 min,23,Thursday,0,23.0
‘Never hit so hard’: Olympics gender debate reignites as boxer abandons fight after two punches,2024-08-01 23:01:57+00:00,FOX SPORTS AUSTRALIA,PT2M7S,962378,2411,3311,News & Politics,127.0,0-5 min,23,Thursday,1,23.016666666666666
Simone Biles on why she wears the goat necklace,2024-08-01 23:03:18+00:00,CNN,PT37S,965855,51374,848,Sports,37.0,0-5 min,23,Thursday,3,23.05
Taking my siblings BACK TO SCHOOL shopping,2024-08-01 23:12:15+00:00,Nathaly Cuevas,PT23M14S,242189,11393,628,People & Blogs,1394.0,20-60 min,23,Thursday,12,23.2
Is this a V6?? How Can it be a V8 with 3 Exhaust Ports?? Ford Flathead with BarryT,2024-08-01 23:47:29+00:00,BarryTsGarage,PT54S,478307,12705,364,Autos & Vehicles,54.0,0-5 min,23,Thursday,47,23.783333333333335
"Your New ""AI FRIEND"" is a DISASTER Product",2024-08-01 23:48:36+00:00,Upper Echelon,PT13M18S,77501,6030,1091,Science & Technology,798.0,10-20 min,23,Thursday,48,23.8
How that one friend became so nonchalant #friends #chill,2024-08-01 23:54:38+00:00,Joe Rauth,PT1M1S,944747,75375,385,Film & Animation,61.0,0-5 min,23,Thursday,54,23.9
This Is The Worst Idea I've Seen This Year...,2024-08-01 23:57:44+00:00,SomeOrdinaryGamers,PT20M,426606,16964,2041,Science & Technology,1200.0,10-20 min,23,Thursday,57,23.95
Fox Host PANICS When Trump Starts Trashing Christians,2024-08-02 00:00:15+00:00,The Majority Report w/ Sam Seder,PT11M18S,550469,17865,4912,News & Politics,678.0,10-20 min,0,Friday,0,0.0
The Most UNNECESSARY Rule Change Ever 🫨🚨,2024-08-02 00:00:31+00:00,Mikerophone,PT54S,309397,20968,531,Sports,54.0,0-5 min,0,Friday,0,0.0
Cheap vs. Expensive Jet Skis,2024-08-02 00:01:22+00:00,CboysTV,PT29M8S,1140930,38217,2315,People & Blogs,1748.0,20-60 min,0,Friday,1,0.016666666666666666
team chemistry at an all time low,2024-08-02 00:05:57+00:00,Brandon Dwyer,PT13S,548727,29911,93,Sports,13.0,0-5 min,0,Friday,5,0.08333333333333333
The Ultimate Pool Cleaning Robot: Beatbot iSkim Ultra,2024-08-02 00:08:47+00:00,Kyle Krueger,PT55S,1953921,123601,698,Science & Technology,55.0,0-5 min,0,Friday,8,0.13333333333333333
"The iPad Pro (M4) looks like a MacBook, it’s not",2024-08-02 00:31:35+00:00,Mac Address,PT9M49S,171904,7944,585,Science & Technology,589.0,5-10 min,0,Friday,31,0.5166666666666667
He Bought Me 100 SpongeBob Popsicles!,2024-08-02 00:39:47+00:00,BrentTV,PT29S,7539804,108986,225,Entertainment,29.0,0-5 min,0,Friday,39,0.65
RYKER WEBB TRUE CRIME STORY 😱 EP.193 @jumpersjump,2024-08-02 00:41:23+00:00,Jumpers Jump Clips,PT48S,2113730,78255,1283,Entertainment,48.0,0-5 min,0,Friday,41,0.6833333333333333
SHE IS THE MOST FEROCIOUS RUGBY PLAYER!😳😂 (PORSH WOODMAN),2024-08-02 00:44:03+00:00,Aj Greene,PT39S,412328,28347,173,Sports,39.0,0-5 min,0,Friday,44,0.7333333333333333
I FAINT…MONY BARELY IS DRAMATIC😃 #foryou #drama #friend,2024-08-02 01:01:04+00:00,Lala Tv,PT34S,6855978,476258,2961,Entertainment,34.0,0-5 min,1,Friday,1,1.0166666666666666
Is this a great mom?#movie #shorts #viralvideo,2024-08-02 01:21:41+00:00,Liam Commentaries,PT59S,1109221,82266,170,Film & Animation,59.0,0-5 min,1,Friday,21,1.35
[DOKKAN BATTLE] August Producer's Letter,2024-08-02 02:00:07+00:00,Bandai Namco Entertainment,PT12M3S,106544,0,0,Gaming,723.0,10-20 min,2,Friday,0,2.0
NoCap - Maliboo [Official Music Video],2024-08-02 02:00:08+00:00,NoCap,PT3M30S,210516,17455,975,Music,210.0,0-5 min,2,Friday,0,2.0
Simone Biles & Suni Lee Were ‘Freaking Out’ During 2024 Olympics All-Around Final,2024-08-02 02:00:31+00:00,Access Hollywood,PT9M26S,338743,4606,464,News & Politics,566.0,5-10 min,2,Friday,0,2.0
Harris Hunts for a VP & Trump Drags Mindy Kaling Into His Racist Drama | The Daily Show,2024-08-02 02:02:42+00:00,The Daily Show,PT11M2S,3119588,80423,6641,Film & Animation,662.0,10-20 min,2,Friday,2,2.033333333333333
Richard Jefferson Says Shaq Was Unguardable 😳😱,2024-08-02 02:05:00+00:00,Inspiredbyhoops,PT57S,687554,47728,1115,Sports,57.0,0-5 min,2,Friday,5,2.0833333333333335
Fingerprint Sensor on TV Remote?,2024-08-02 02:15:02+00:00,Maker Y,PT52S,817545,42137,211,Science & Technology,52.0,0-5 min,2,Friday,15,2.25
We Can Use Him || Deadpool 2 #deadpool,2024-08-02 02:36:37+00:00,Binge Heroes,PT45S,6208558,401186,791,Film & Animation,45.0,0-5 min,2,Friday,36,2.6
Simone Biles REGAINS women’s gymnastics individual all-around gold medal | Paris Olympics,2024-08-02 03:31:42+00:00,NBC Sports,PT7M6S,1226935,16872,931,Sports,426.0,5-10 min,3,Friday,31,3.5166666666666666
#minecraft,2024-08-02 03:35:29+00:00,OHIOBOSS SATOYU,PT15S,11690342,403268,5000,Entertainment,15.0,0-5 min,3,Friday,35,3.5833333333333335
Houston Texans vs. Chicago Bears Highlights | 2024 Hall of Fame Game,2024-08-02 03:42:03+00:00,NFL,PT6M1S,656403,9425,1420,Sports,361.0,5-10 min,3,Friday,42,3.7
Undodgeball Game with Marshmallows did not go as planned…🪟😂 #sports #game #funny #comedy #tennis,2024-08-02 03:47:54+00:00,insaneshayne,PT59S,1715720,79651,276,Film & Animation,59.0,0-5 min,3,Friday,47,3.783333333333333
"Jessie Murph, Teddy Swims - Dirty (Official Video)",2024-08-02 04:00:06+00:00,JessieMurphVEVO,PT3M23S,168959,9361,468,Music,203.0,0-5 min,4,Friday,0,4.0
A$AP ROCKY - HIGHJACK (Audio),2024-08-02 04:00:07+00:00,ASAPROCKYUPTOWN,PT3M14S,280269,28569,1984,Music,194.0,0-5 min,4,Friday,0,4.0
Billy Strings - Leadfoot (Official Music Video),2024-08-02 04:00:09+00:00,Billy Strings,PT3M38S,208737,9324,743,Music,218.0,0-5 min,4,Friday,0,4.0
Polo G - We Uh Shoot (feat. Lil Durk) (Official Lyric Video),2024-08-02 04:00:38+00:00,Polo G,PT2M35S,184909,23307,2065,Music,155.0,0-5 min,4,Friday,0,4.0
Tay B x Lil Baby - ALL TEN (Official Music Video),2024-08-02 04:02:42+00:00,Tay B,PT3M24S,286286,10637,544,Music,204.0,0-5 min,4,Friday,2,4.033333333333333
Lefties losing it: Rita Panahi exposes the real Kamala,2024-08-02 04:12:09+00:00,Sky News Australia,PT26M33S,1105439,36527,5834,News & Politics,1593.0,20-60 min,4,Friday,12,4.2
"5 things you NEED to do before the summer ends… 😭💯 (Jokes), Insp. by @zachlath",2024-08-02 05:17:17+00:00,Michael Storen,PT16S,2975635,240710,5387,Entertainment,16.0,0-5 min,5,Friday,17,5.283333333333333
"ID'ed as woman in passport, boxer Imane Khelif's Olympic win draws gender debate",2024-08-02 05:21:37+00:00,FOX 11 Los Angeles,PT2M39S,546131,1326,3342,News & Politics,159.0,0-5 min,5,Friday,21,5.35
Back-to-School Reset,2024-08-02 07:12:31+00:00,Gohar Khan,PT31S,1536972,106376,452,Science & Technology,31.0,0-5 min,7,Friday,12,7.2
The LOX: Tiny Desk Concert,2024-08-02 09:01:01+00:00,NPR Music,PT17M45S,490503,39780,4558,Music,1065.0,10-20 min,9,Friday,1,9.016666666666667
Sheldon’s weakness #movie #shorts #happy #funny,2024-08-02 09:23:04+00:00,GeorgeClips,PT59S,1132002,69867,176,Film & Animation,59.0,0-5 min,9,Friday,23,9.383333333333333
"Wolverine Vs Hulk -  ""Deadpool & Wolverine "" Edit | Safe And Sound - Capital Cities",2024-08-02 09:57:25+00:00,Marvel Edits,PT17S,3470963,190823,591,Film & Animation,17.0,0-5 min,9,Friday,57,9.95
"Sha'Carri Richardson arrives, STORMS through 100m heat in Paris Olympics debut | NBC Sports",2024-08-02 10:37:32+00:00,NBC Sports,PT2M44S,1343752,23527,1663,Sports,164.0,0-5 min,10,Friday,37,10.616666666666667
Chad Smith Hears Bring Me The Horizon For The First Time,2024-08-02 12:00:08+00:00,Drumeo,PT11M53S,747502,45828,3609,Education,713.0,10-20 min,12,Friday,0,12.0
I Collected EVERY NEW WOLF in Minecraft Hardcore,2024-08-02 12:00:11+00:00,aCookieGod,PT28M43S,1004883,44894,3884,Gaming,1723.0,20-60 min,12,Friday,0,12.0
Ronaldo vs Messi vs Hasbulla vs IShowSpeed 😍😎🔥,2024-08-02 12:00:19+00:00,Golden Football,PT30S,1188533,50602,4159,Sports,30.0,0-5 min,12,Friday,0,12.0
I Bought a Cheap Semi at the Auction. (How bad can it be?),2024-08-02 12:03:56+00:00,Diesel Creek,PT39M7S,495898,72752,2827,Autos & Vehicles,2347.0,20-60 min,12,Friday,3,12.05
Trump settles score on debating Kamala: She’s a ‘third-rate candidate’,2024-08-02 12:15:00+00:00,Fox Business,PT9M43S,356689,9552,4718,News & Politics,583.0,5-10 min,12,Friday,15,12.25
My top 3 gaming monitors right now.,2024-08-02 12:28:32+00:00,optimum,PT6M59S,259459,11299,929,Science & Technology,419.0,5-10 min,12,Friday,28,12.466666666666667
Jelly Roll - Liar (Official Music Video),2024-08-02 12:30:07+00:00,Jelly Roll,PT3M27S,261942,21257,1311,Music,207.0,0-5 min,12,Friday,30,12.5
Upgrading To The Cheapest 10GE Network...,2024-08-02 13:00:08+00:00,Dawid Does Tech Stuff,PT12M47S,113890,8214,709,Science & Technology,767.0,10-20 min,13,Friday,0,13.0
Kamala Harris Gives GREAT Response To Donald Trump's Insane NAJB Interview,2024-08-02 13:00:39+00:00,Pod Save America,PT50M11S,575674,18011,3458,News & Politics,3011.0,20-60 min,13,Friday,0,13.0
Cristiano junior Made Georgina Cry 😱😭 || Must Watch 🔥|| #shorts #ronaldo,2024-08-02 13:15:03+00:00,Ronaldo Era ,PT29S,2614941,150753,15844,Sports,29.0,0-5 min,13,Friday,15,13.25
Paris Olympics 2024: IOC responds after boxer Carini withdraws from Khelif fight | BBC News,2024-08-02 13:32:20+00:00,BBC News,PT3M51S,853781,3717,6756,News & Politics,231.0,0-5 min,13,Friday,32,13.533333333333333
LIVE: Israel is preparing for a major attack from Iran,2024-08-02 13:46:56+00:00,CBN News,PT24M39S,758195,12918,2766,News & Politics,1479.0,20-60 min,13,Friday,46,13.766666666666667
"""Simply Lying"": Marc Lamont Hill Slams Trump NABJ Interview, Attacks on VP Harris's Racial Identity",2024-08-02 13:47:02+00:00,Democracy Now!,PT18M3S,180269,5081,2880,News & Politics,1083.0,10-20 min,13,Friday,47,13.783333333333333
Jordan Adetunji - KEHLANI REMIX (feat. Kehlani) [Official Video],2024-08-02 14:00:06+00:00,Jordan Adetunji,PT3M32S,464557,48104,1894,Music,212.0,0-5 min,14,Friday,0,14.0
Papa Roach & Carrie Underwood - Leave A Light On (Talk Away The Dark),2024-08-02 14:00:06+00:00,Papa Roach,PT3M40S,378653,15958,749,Music,220.0,0-5 min,14,Friday,0,14.0
HER HUSBAND WILL REGRET IT 😨,2024-08-02 14:00:43+00:00,Chokbar Official,PT34S,3170411,269792,3162,Entertainment,34.0,0-5 min,14,Friday,0,14.0
Italian boxer Angela Carini quits fight against Algeria’s Imane Khelif,2024-08-02 14:00:52+00:00,TODAY,PT49S,453430,800,1386,Sports,49.0,0-5 min,14,Friday,0,14.0
The New Siri is here! (Kinda),2024-08-02 14:01:03+00:00,WVFRM Podcast,PT1H34M32S,205928,5343,563,Science & Technology,5672.0,60-120 min,14,Friday,1,14.016666666666667
Shane Gillis Reacts to Patrick Mahomes Wife & Brother,2024-08-02 14:09:28+00:00,Comedy Top Plays,PT41S,336727,6306,215,Sports,41.0,0-5 min,14,Friday,9,14.15
This AI Product Is Terrifying,2024-08-02 14:28:53+00:00,Evil Pinely ,PT17M28S,57374,4166,374,Science & Technology,1048.0,10-20 min,14,Friday,28,14.466666666666667
Phones Exploding In Pockets? 😨,2024-08-02 14:30:30+00:00,Zack D. Films,PT37S,6237888,415318,4903,Science & Technology,37.0,0-5 min,14,Friday,30,14.5
I got you big dawg👀 #carsales #cardealership #carsalesman #dealership,2024-08-02 14:47:17+00:00,Raffi Mouchmouchian,PT57S,739853,0,161,Autos & Vehicles,57.0,0-5 min,14,Friday,47,14.783333333333333
FLO - Check,2024-08-02 15:00:07+00:00,FloLikeThisVEVO,PT2M47S,245497,36083,1781,Music,167.0,0-5 min,15,Friday,0,15.0
I built a whole computer out of RGB (and Jeff Bezos paid for it),2024-08-02 15:00:38+00:00,Zack Freedman,PT25M57S,72627,5918,674,Science & Technology,1557.0,20-60 min,15,Friday,0,15.0
We Drove the Blue Collar Ferrari - BIGTIME,2024-08-02 15:01:01+00:00,BigTime,PT26M58S,944428,77231,3587,Autos & Vehicles,1618.0,20-60 min,15,Friday,1,15.016666666666667
Algerian boxer Imane Khelif met with transphobic abuse after 46-second win at Paris Olympics,2024-08-02 15:14:38+00:00,The New Arab,PT1M33S,559834,1488,4133,News & Politics,93.0,0-5 min,15,Friday,14,15.233333333333333
This SNES Game is Worth Around $400 IF I Can Fix It!,2024-08-02 15:18:00+00:00,TronicsFix,PT20M18S,280739,11926,819,Science & Technology,1218.0,20-60 min,15,Friday,18,15.3
No wayy he said that😂😂#funnyclips,2024-08-02 15:19:00+00:00,ThatBoyy D,PT13S,2379004,144480,1240,Entertainment,13.0,0-5 min,15,Friday,19,15.316666666666666
Mom took “you can date whoever you want” to a whole new level…😂💀 #comedy,2024-08-02 16:00:04+00:00,marrkadams,PT45S,1888378,92640,878,Film & Animation,45.0,0-5 min,16,Friday,0,16.0
INCURSIONS // Official Console Cinematic Trailer - VALORANT,2024-08-02 16:00:07+00:00,VALORANT,PT3M9S,967629,71667,2932,Gaming,189.0,0-5 min,16,Friday,0,16.0
"B.G.  -  ""HANDS UP"" (official Music Video)",2024-08-02 16:00:07+00:00,B.G.,PT3M49S,252912,17948,2970,People & Blogs,229.0,0-5 min,16,Friday,0,16.0
Samsung Buds3 Pro: An Audiophile’s Perspective!,2024-08-02 16:01:16+00:00,Snazzy Labs,PT16M53S,87103,4672,540,Science & Technology,1013.0,10-20 min,16,Friday,1,16.016666666666666
Bezel comes to understand just how powerful Chikn can be #animation,2024-08-02 16:07:42+00:00,Chikn Nuggit,PT50S,1889325,277915,12367,Film & Animation,50.0,0-5 min,16,Friday,7,16.116666666666667
We Hosted a Bed Wars Tournament!,2024-08-02 16:15:02+00:00,PWR,PT21M45S,257633,8905,559,Gaming,1305.0,20-60 min,16,Friday,15,16.25
Cam's golden rule when you get the bag💰,2024-08-02 16:15:55+00:00,4th&1 With Cam Newton,PT53S,287967,19516,347,Sports,53.0,0-5 min,16,Friday,15,16.25
maybe we're not always COUPLE GOALS 🥲 pt 2 #shorts,2024-08-02 16:32:00+00:00,Clara & Javi,PT12S,3003307,317537,635,Film & Animation,12.0,0-5 min,16,Friday,32,16.533333333333335
When there’s protesters in the Road….    @Onevilage,2024-08-02 16:51:44+00:00,Speed McQueen ,PT10S,2130361,0,2584,Entertainment,10.0,0-5 min,16,Friday,51,16.85
Brave Kamala RUNS AWAY,2024-08-02 17:11:41+00:00,Ben Shapiro,PT47M3S,291585,9438,1334,News & Politics,2823.0,20-60 min,17,Friday,11,17.183333333333334
CON EDMUNDO Y MARIA CORINA HASTA EL FINAL #noticias #noticiasdevenezuelahoy #venezuela #venezolanos,2024-08-02 18:00:06+00:00,NOTICIASMG,PT18S,1029388,44487,1722,News & Politics,18.0,0-5 min,18,Friday,0,18.0
Pete Buttigieg Weighs in Ahead of Harris VP Selection | The View,2024-08-02 18:00:12+00:00,The View,PT10M53S,607386,15713,2760,News & Politics,653.0,10-20 min,18,Friday,0,18.0
Part 2 | Not chosen for the olympics #trending #olympics #memes,2024-08-02 18:04:39+00:00,Rome Jer,PT17S,342196,0,530,Sports,17.0,0-5 min,18,Friday,4,18.066666666666666
Goldberg On His 86 Second Match Vs Brock Lesnar,2024-08-02 18:20:42+00:00,CVV CLIPS,PT34S,634773,33052,406,Sports,34.0,0-5 min,18,Friday,20,18.333333333333332
Giving a Rug to a Minion🍌,2024-08-02 18:30:11+00:00,SIMJI,PT33S,2181920,60647,784,Film & Animation,33.0,0-5 min,18,Friday,30,18.5
I Admit... I Got Owned,2024-08-02 18:35:20+00:00,Rick Beato,PT4M54S,1242992,79779,5616,Music,294.0,0-5 min,18,Friday,35,18.583333333333332
I regret auctioning my laptop for charity - Framework Laptop 13 DIY Kit,2024-08-02 18:40:34+00:00,ShortCircuit,PT13M5S,420078,17582,1104,Science & Technology,785.0,10-20 min,18,Friday,40,18.666666666666668
"""Demand is So High, We're Not Sure if Nvidia Can Keep Up""",2024-08-02 18:46:44+00:00,Schwab Network,PT8M7S,36272,556,98,Science & Technology,487.0,5-10 min,18,Friday,46,18.766666666666666
D&D Animated: Put Your Clown in a Box 🤡 #dnd #ttrpg #dnd5e,2024-08-02 18:49:57+00:00,Legends of Avantris,PT54S,2034810,307787,1001,Film & Animation,54.0,0-5 min,18,Friday,49,18.816666666666666
Hayabusa Powered Mini Car Absolutely Rips!,2024-08-02 19:00:08+00:00,Grind Hard Plumbing Co,PT53M25S,547126,18639,1302,Autos & Vehicles,3205.0,20-60 min,19,Friday,0,19.0
How rich mfs laugh vs broke mfs 💀 @ReaperKeigh,2024-08-02 19:00:17+00:00,ibekeigh,PT18S,1307242,132077,1726,Film & Animation,18.0,0-5 min,19,Friday,0,19.0
MURDER DRONES Series Finale [TRAILER],2024-08-02 19:00:32+00:00,GLITCH,PT1M12S,1559980,193284,21385,Film & Animation,72.0,0-5 min,19,Friday,0,19.0
surviving a nuke by flipping a coin,2024-08-02 19:01:04+00:00,TheRussianBadger,PT1H22M7S,2015681,165258,11153,Gaming,4927.0,60-120 min,19,Friday,1,19.016666666666666
someone broke my laptop screen,2024-08-02 19:07:52+00:00,Desmond Dennis Stories,PT39S,311837,7987,45,Science & Technology,39.0,0-5 min,19,Friday,7,19.116666666666667
the 5 second rule,2024-08-02 19:10:00+00:00,joshiiwuh,PT48S,3316926,68424,119,Film & Animation,48.0,0-5 min,19,Friday,10,19.166666666666668
"Spy couple's children didn't know they were Russian, Kremlin says | REUTERS",2024-08-02 19:15:49+00:00,Reuters,PT2M13S,382621,4085,0,News & Politics,133.0,0-5 min,19,Friday,15,19.25
